file	path_id	type	name	bytes
globalgamemanagers.assets.split1	26	Texture2D	Medium03	1048576
globalgamemanagers.assets.split1	27	Texture2D	LDR_LLL1_16	1048576
globalgamemanagers.assets.split1	28	Texture2D	LDR_LLL1_24	1048576
globalgamemanagers.assets.split1	29	Texture2D	Medium06	1048576
globalgamemanagers.assets.split1	30	Texture2D	Medium04	1048576
globalgamemanagers.assets.split1	31	Texture2D	LDR_LLL1_12	1048576
globalgamemanagers.assets.split1	32	Texture2D	LDR_LLL1_7	1048576
globalgamemanagers.assets.split1	33	Texture2D	LDR_LLL1_27	1048576
globalgamemanagers.assets.split1	34	Texture2D	LDR_LLL1_20	1048576
globalgamemanagers.assets.split1	35	Texture2D	LDR_LLL1_26	1048576
globalgamemanagers.assets.split1	36	Texture2D	AreaTex	1048576
globalgamemanagers.assets.split1	37	Texture2D	LDR_LLL1_18	1048576
globalgamemanagers.assets.split1	38	Texture2D	LDR_LLL1_19	1048576
globalgamemanagers.assets.split1	39	Texture2D	LDR_LLL1_1	1048576
globalgamemanagers.assets.split1	40	Texture2D	LDR_LLL1_13	1048576
globalgamemanagers.assets.split1	41	Texture2D	LDR_LLL1_21	1048576
globalgamemanagers.assets.split1	42	Texture2D	Thin02	1048576
globalgamemanagers.assets.split1	43	Texture2D	LDR_LLL1_5	1048576
globalgamemanagers.assets.split1	44	Texture2D	LDR_LLL1_8	1048576
globalgamemanagers.assets.split1	45	Texture2D	Medium02	1048576
globalgamemanagers.assets.split1	46	Texture2D	LDR_LLL1_22	1048576
globalgamemanagers.assets.split1	47	Texture2D	LDR_LLL1_29	1048576
globalgamemanagers.assets.split1	48	Texture2D	LDR_LLL1_11	1048576
globalgamemanagers.assets.split1	49	Texture2D	Large01	1048576
globalgamemanagers.assets.split1	50	Texture2D	LDR_LLL1_28	1048576
globalgamemanagers.assets.split2	2	Material	Sprites-Default	1048576
globalgamemanagers.assets.split2	3	Material	CafeOutlineOnly	1048576
globalgamemanagers.assets.split2	4	Material	UnderCover_ObjectOverlayMaterial	1048576
globalgamemanagers.assets.split2	5	Material	UnderCover_PlayerOverlayMaterial	1048576
globalgamemanagers.assets.split2	6	Material	UnderCover_UnitOverlayMaterial	1048576
globalgamemanagers.assets.split2	7	Texture2D	LDR_LLL1_9	1048576
globalgamemanagers.assets.split2	8	Texture2D	Medium01	1048576
globalgamemanagers.assets.split2	9	Texture2D	LDR_LLL1_23	1048576
globalgamemanagers.assets.split2	10	Texture2D	LDR_LLL1_2	1048576
globalgamemanagers.assets.split2	11	Texture2D	LDR_LLL1_17	1048576
globalgamemanagers.assets.split2	12	Texture2D	LDR_LLL1_31	1048576
globalgamemanagers.assets.split2	13	Texture2D	LDR_LLL1_25	1048576
globalgamemanagers.assets.split2	14	Texture2D	LDR_LLL1_4	1048576
globalgamemanagers.assets.split2	15	Texture2D	LDR_LLL1_6	1048576
globalgamemanagers.assets.split2	16	Texture2D	LDR_LLL1_14	1048576
globalgamemanagers.assets.split2	17	Texture2D	LDR_LLL1_15	1048576
globalgamemanagers.assets.split2	18	Texture2D	Medium05	1048576
globalgamemanagers.assets.split2	19	Texture2D	SearchTex	1048576
globalgamemanagers.assets.split2	20	Texture2D	Large02	1048576
globalgamemanagers.assets.split2	21	Texture2D	Thin01	1048576
globalgamemanagers.assets.split2	22	Texture2D	LDR_LLL1_3	1048576
globalgamemanagers.assets.split2	23	Texture2D	LDR_LLL1_0	1048576
globalgamemanagers.assets.split2	24	Texture2D	LDR_LLL1_30	1048576
globalgamemanagers.assets.split2	25	Texture2D	LDR_LLL1_10	1048576
globalgamemanagers.assets.split2	26	Texture2D	Medium03	1048576
globalgamemanagers.assets.split2	27	Texture2D	LDR_LLL1_16	1048576
globalgamemanagers.assets.split2	28	Texture2D	LDR_LLL1_24	1048576
globalgamemanagers.assets.split2	29	Texture2D	Medium06	1048576
globalgamemanagers.assets.split2	30	Texture2D	Medium04	1048576
globalgamemanagers.assets.split2	31	Texture2D	LDR_LLL1_12	1048576
globalgamemanagers.assets.split2	32	Texture2D	LDR_LLL1_7	1048576
globalgamemanagers.assets.split2	33	Texture2D	LDR_LLL1_27	1048576
globalgamemanagers.assets.split2	34	Texture2D	LDR_LLL1_20	1048576
globalgamemanagers.assets.split2	35	Texture2D	LDR_LLL1_26	1048576
globalgamemanagers.assets.split2	36	Texture2D	AreaTex	1048576
globalgamemanagers.assets.split2	37	Texture2D	LDR_LLL1_18	1048576
globalgamemanagers.assets.split2	38	Texture2D	LDR_LLL1_19	1048576
globalgamemanagers.assets.split2	39	Texture2D	LDR_LLL1_1	1048576
globalgamemanagers.assets.split2	40	Texture2D	LDR_LLL1_13	1048576
globalgamemanagers.assets.split2	41	Texture2D	LDR_LLL1_21	1048576
globalgamemanagers.assets.split2	42	Texture2D	Thin02	1048576
globalgamemanagers.assets.split2	43	Texture2D	LDR_LLL1_5	1048576
globalgamemanagers.assets.split2	44	Texture2D	LDR_LLL1_8	1048576
globalgamemanagers.assets.split2	45	Texture2D	Medium02	1048576
globalgamemanagers.assets.split2	46	Texture2D	LDR_LLL1_22	1048576
globalgamemanagers.assets.split2	47	Texture2D	LDR_LLL1_29	1048576
globalgamemanagers.assets.split2	48	Texture2D	LDR_LLL1_11	1048576
globalgamemanagers.assets.split2	49	Texture2D	Large01	1048576
globalgamemanagers.assets.split2	50	Texture2D	LDR_LLL1_28	1048576
globalgamemanagers.assets.split3	2	Material	Sprites-Default	1048576
globalgamemanagers.assets.split3	3	Material	CafeOutlineOnly	1048576
